Suit of card #1	Rank of card #1	Suit of card #2	Rank of card #2	Suit of card #3	Rank of card #3	Suit of card #4	Rank of card #4	Suit of card #5	Rank of card #5	Poker Hand
Diamonds	3	Spades	3	Clubs	12	Clubs	8	Clubs	2	1
Clubs	1	Hearts	2	Spades	12	Clubs	11	Clubs	9	0
Clubs	4	Diamonds	11	Clubs	2	Spades	2	Clubs	7	1
Diamonds	9	Clubs	13	Diamonds	1	Diamonds	3	Spades	10	0
Diamonds	10	Clubs	12	Spades	5	Clubs	4	Hearts	1	0
Clubs	11	Spades	10	Hearts	10	Hearts	3	Hearts	8	1
Hearts	13	Spades	6	Clubs	10	Diamonds	9	Clubs	6	1
Hearts	5	Hearts	6	Clubs	9	Hearts	9	Diamonds	7	1
Clubs	13	Hearts	1	Clubs	2	Spades	7	Hearts	4	0
Clubs	7	Hearts	11	Clubs	6	Clubs	8	Diamonds	2	0
Diamonds	10	Spades	1	Hearts	11	Hearts	5	Diamonds	7	0
Spades	3	Diamonds	9	Spades	13	Hearts	9	Hearts	10	1
Diamonds	6	Hearts	1	Hearts	13	Hearts	12	Hearts	5	0
Spades	1	Spades	5	Clubs	4	Spades	4	Diamonds	8	1
Spades	10	Spades	3	Clubs	7	Hearts	12	Diamonds	1	0
Diamonds	8	Spades	3	Clubs	7	Hearts	7	Hearts	8	2
Spades	7	Diamonds	4	Clubs	4	Spades	5	Hearts	1	1
Clubs	3	Diamonds	9	Diamonds	5	Clubs	7	Hearts	6	0
Spades	8	Diamonds	2	Diamonds	3	Spades	2	Spades	3	2
Diamonds	13	Diamonds	4	Diamonds	7	Hearts	1	Hearts	11	0
Spades	3	Diamonds	8	Hearts	4	Spades	9	Spades	1	0
Clubs	3	Spades	12	Clubs	9	Diamonds	7	Hearts	13	0
Clubs	2	Hearts	10	Spades	11	Diamonds	10	Diamonds	12	1
Diamonds	8	Diamonds	11	Diamonds	9	Hearts	3	Diamonds	6	0
Spades	2	Hearts	10	Spades	5	Clubs	8	Hearts	5	1
Spades	11	Spades	9	Hearts	11	Clubs	9	Diamonds	4	2
Clubs	3	Clubs	9	Spades	4	Spades	9	Clubs	6	1
Clubs	1	Diamonds	13	Hearts	10	Diamonds	4	Hearts	7	0
Diamonds	3	Clubs	9	Clubs	12	Clubs	3	Hearts	4	1
Spades	7	Spades	5	Diamonds	4	Hearts	8	Hearts	6	4
Clubs	3	Spades	1	Spades	9	Spades	3	Hearts	13	1
Spades	13	Clubs	13	Diamonds	9	Hearts	13	Clubs	8	3
Spades	12	Hearts	7	Diamonds	12	Hearts	10	Hearts	2	1
Hearts	13	Hearts	12	Spades	7	Clubs	6	Hearts	10	0
Diamonds	11	Diamonds	13	Clubs	8	Spades	5	Hearts	11	1
Clubs	5	Hearts	5	Spades	5	Clubs	1	Hearts	3	3
Clubs	4	Spades	1	Diamonds	11	Spades	11	Diamonds	12	1
Spades	7	Clubs	1	Hearts	2	Spades	4	Clubs	9	0
Hearts	6	Hearts	9	Diamonds	5	Diamonds	11	Clubs	10	0
Diamonds	12	Spades	13	Hearts	8	Spades	1	Hearts	4	0
Clubs	9	Clubs	5	Clubs	10	Diamonds	9	Clubs	13	1
Hearts	1	Diamonds	8	Hearts	5	Spades	2	Diamonds	6	0
Spades	2	Diamonds	7	Spades	8	Hearts	4	Hearts	13	0
Hearts	9	Diamonds	5	Diamonds	9	Spades	11	Clubs	2	1
Diamonds	2	Clubs	10	Clubs	12	Spades	1	Spades	7	0
Clubs	7	Diamonds	13	Clubs	1	Hearts	10	Clubs	12	0
Diamonds	12	Clubs	10	Spades	2	Diamonds	1	Spades	13	0
Diamonds	4	Diamonds	1	Hearts	1	Hearts	3	Spades	7	1
Hearts	11	Spades	9	Spades	1	Spades	4	Hearts	5	0
Hearts	13	Spades	11	Spades	8	Hearts	11	Diamonds	5	1
Hearts	12	Spades	12	Diamonds	6	Spades	4	Spades	11	1
Diamonds	9	Hearts	3	Diamonds	7	Diamonds	12	Hearts	8	0
Clubs	13	Spades	4	Hearts	2	Clubs	10	Hearts	10	1
Clubs	2	Clubs	7	Spades	6	Diamonds	5	Spades	1	0
Clubs	5	Diamonds	7	Spades	13	Spades	4	Hearts	13	1
Diamonds	7	Spades	13	Spades	3	Hearts	4	Hearts	9	0
Clubs	3	Clubs	6	Clubs	13	Spades	9	Diamonds	12	0
Spades	5	Clubs	4	Diamonds	12	Diamonds	3	Hearts	8	0
Spades	9	Hearts	7	Hearts	11	Diamonds	7	Spades	1	1
Hearts	9	Diamonds	10	Diamonds	4	Diamonds	1	Diamonds	11	0
Diamonds	13	Diamonds	2	Hearts	10	Clubs	4	Diamonds	7	0
Hearts	13	Hearts	3	Diamonds	11	Diamonds	6	Diamonds	3	1
Diamonds	1	Diamonds	2	Spades	8	Diamonds	6	Clubs	9	0
Diamonds	3	Clubs	2	Hearts	7	Hearts	2	Clubs	9	1
Clubs	5	Clubs	9	Diamonds	7	Diamonds	5	Spades	10	1
Clubs	13	Hearts	6	Diamonds	8	Clubs	4	Hearts	2	0
Hearts	12	Diamonds	8	Clubs	6	Spades	2	Clubs	4	0
Clubs	4	Clubs	13	Hearts	12	Spades	11	Hearts	7	0
Clubs	1	Hearts	1	Clubs	4	Diamonds	4	Hearts	3	2
Hearts	5	Spades	3	Hearts	11	Clubs	2	Diamonds	5	1
Diamonds	8	Diamonds	11	Diamonds	13	Diamonds	7	Spades	8	1
Clubs	13	Clubs	8	Spades	9	Clubs	12	Spades	13	1
Diamonds	3	Diamonds	9	Clubs	4	Clubs	6	Hearts	13	0
Clubs	2	Hearts	10	Diamonds	10	Clubs	4	Diamonds	11	1
Diamonds	2	Hearts	5	Clubs	5	Diamonds	3	Diamonds	11	1
Spades	11	Diamonds	2	Clubs	11	Diamonds	3	Hearts	11	3
Hearts	13	Spades	6	Clubs	11	Diamonds	5	Clubs	12	0
Spades	13	Clubs	4	Hearts	7	Hearts	4	Diamonds	9	1
Clubs	9	Clubs	6	Diamonds	10	Hearts	9	Spades	4	1
Diamonds	1	Diamonds	12	Hearts	6	Spades	5	Spades	10	0
Spades	3	Spades	8	Spades	13	Hearts	12	Clubs	12	1
Clubs	3	Diamonds	2	Spades	2	Diamonds	10	Hearts	3	2
Spades	2	Hearts	6	Hearts	8	Clubs	8	Clubs	4	1
Hearts	6	Hearts	11	Diamonds	11	Hearts	5	Diamonds	3	1
Clubs	3	Hearts	11	Diamonds	6	Clubs	10	Hearts	1	0
Diamonds	5	Clubs	10	Spades	3	Spades	5	Hearts	5	3
Hearts	2	Hearts	5	Diamonds	4	Hearts	12	Diamonds	9	0
Clubs	3	Clubs	5	Hearts	8	Spades	6	Spades	2	0
Hearts	12	Diamonds	4	Spades	3	Clubs	5	Clubs	3	1
Spades	9	Clubs	6	Clubs	5	Clubs	10	Clubs	7	0
Diamonds	9	Hearts	6	Spades	11	Spades	7	Spades	8	0
Clubs	6	Hearts	6	Hearts	13	Clubs	13	Diamonds	1	2
Diamonds	9	Spades	5	Diamonds	6	Diamonds	13	Diamonds	3	0
Spades	9	Spades	13	Diamonds	1	Spades	7	Clubs	5	0
Clubs	3	Diamonds	8	Diamonds	12	Clubs	10	Spades	10	1
Clubs	7	Clubs	12	Clubs	10	Hearts	11	Spades	7	1
Diamonds	8	Clubs	11	Hearts	8	Spades	10	Clubs	1	1
Hearts	12	Spades	3	Clubs	9	Diamonds	5	Diamonds	10	0
Clubs	13	Clubs	4	Diamonds	7	Spades	2	Hearts	9	0
Spades	13	Spades	1	Diamonds	5	Diamonds	12	Diamonds	7	0
Hearts	7	Clubs	1	Hearts	13	Diamonds	8	Diamonds	12	0
Clubs	6	Clubs	8	Spades	1	Clubs	2	Spades	2	1
Clubs	4	Spades	5	Diamonds	11	Hearts	4	Spades	1	1
Diamonds	1	Clubs	4	Diamonds	7	Clubs	10	Spades	3	0
Clubs	7	Clubs	2	Diamonds	4	Diamonds	6	Diamonds	9	0
Hearts	6	Spades	8	Diamonds	2	Spades	12	Spades	13	0
Hearts	7	Clubs	12	Clubs	4	Diamonds	12	Diamonds	6	1
Diamonds	2	Diamonds	6	Spades	6	Clubs	3	Diamonds	5	1
Clubs	6	Clubs	13	Hearts	9	Spades	9	Spades	7	1
Diamonds	10	Clubs	8	Clubs	10	Hearts	9	Spades	1	1
Diamonds	10	Spades	9	Spades	5	Diamonds	13	Diamonds	4	0
Diamonds	11	Spades	11	Diamonds	13	Diamonds	6	Clubs	12	1
Clubs	5	Hearts	10	Diamonds	9	Clubs	9	Diamonds	13	1
Spades	2	Diamonds	9	Diamonds	6	Diamonds	11	Clubs	2	1
Diamonds	2	Clubs	10	Hearts	6	Spades	9	Spades	12	0
Spades	1	Clubs	4	Diamonds	3	Hearts	5	Clubs	1	1
Clubs	1	Spades	13	Spades	12	Diamonds	2	Spades	2	1
Clubs	8	Clubs	9	Spades	7	Hearts	10	Clubs	11	4
Clubs	8	Hearts	5	Hearts	3	Hearts	9	Diamonds	2	0
Spades	1	Diamonds	4	Diamonds	12	Diamonds	5	Hearts	12	1
Hearts	12	Diamonds	6	Diamonds	10	Clubs	9	Clubs	8	0
Diamonds	12	Diamonds	3	Diamonds	7	Hearts	7	Diamonds	10	1
Hearts	5	Diamonds	10	Clubs	11	Diamonds	3	Clubs	12	0
Clubs	12	Clubs	7	Hearts	2	Diamonds	11	Diamonds	6	0
Spades	11	Hearts	13	Clubs	6	Hearts	4	Diamonds	8	0
Clubs	10	Clubs	8	Spades	11	Spades	1	Hearts	6	0
Spades	8	Clubs	3	Spades	4	Diamonds	11	Clubs	10	0
Diamonds	10	Hearts	4	Clubs	3	Clubs	10	Spades	1	1
Spades	2	Spades	5	Hearts	11	Clubs	5	Diamonds	1	1
Spades	11	Spades	12	Hearts	9	Hearts	12	Hearts	6	1
Spades	3	Clubs	4	Hearts	11	Clubs	12	Clubs	6	0
Hearts	12	Hearts	1	Diamonds	3	Spades	5	Spades	11	0
Spades	6	Spades	7	Diamonds	12	Diamonds	9	Hearts	2	0
Spades	1	Hearts	6	Clubs	11	Diamonds	12	Spades	7	0
Diamonds	13	Clubs	10	Hearts	8	Hearts	6	Clubs	12	0
Clubs	9	Diamonds	2	Clubs	10	Clubs	4	Spades	13	0
Hearts	13	Spades	9	Hearts	3	Clubs	9	Clubs	6	1
Hearts	10	Clubs	7	Clubs	4	Diamonds	1	Hearts	8	0
Spades	4	Diamonds	7	Diamonds	11	Hearts	8	Clubs	4	1
Spades	3	Spades	4	Diamonds	8	Spades	1	Clubs	10	0
Spades	13	Clubs	7	Clubs	3	Spades	12	Diamonds	3	1
Clubs	8	Hearts	5	Hearts	9	Diamonds	8	Diamonds	3	1
Clubs	2	Spades	12	Clubs	8	Spades	11	Diamonds	4	0
Spades	8	Hearts	11	Clubs	1	Diamonds	2	Hearts	13	0
Spades	10	Spades	3	Diamonds	10	Hearts	2	Diamonds	2	2
Clubs	7	Diamonds	3	Hearts	8	Clubs	13	Diamonds	2	0
Diamonds	3	Spades	6	Spades	7	Diamonds	8	Diamonds	5	0
Clubs	1	Hearts	10	Clubs	3	Spades	6	Spades	4	0
Clubs	3	Diamonds	7	Spades	12	Diamonds	2	Clubs	13	0
Hearts	9	Diamonds	7	Spades	3	Spades	10	Spades	7	1
Hearts	8	Clubs	3	Clubs	8	Diamonds	12	Spades	3	2
Hearts	11	Diamonds	2	Clubs	3	Diamonds	7	Diamonds	12	0
Clubs	5	Clubs	12	Spades	1	Diamonds	2	Diamonds	13	0
Diamonds	7	Hearts	10	Diamonds	9	Diamonds	10	Hearts	12	1
Clubs	1	Diamonds	9	Spades	6	Spades	3	Clubs	8	0
Hearts	11	Hearts	12	Diamonds	5	Hearts	5	Hearts	8	1
Hearts	7	Spades	9	Diamonds	9	Clubs	9	Clubs	11	3
Diamonds	3	Hearts	12	Hearts	9	Clubs	4	Clubs	8	0
Hearts	10	Diamonds	4	Diamonds	1	Hearts	8	Clubs	10	1
Spades	2	Spades	13	Diamonds	12	Spades	9	Hearts	2	1
Diamonds	1	Clubs	9	Spades	11	Hearts	4	Hearts	10	0
Spades	11	Diamonds	3	Hearts	2	Hearts	10	Hearts	6	0
Hearts	2	Hearts	3	Spades	6	Hearts	8	Diamonds	10	0
Clubs	13	Diamonds	5	Hearts	3	Diamonds	12	Spades	13	1
Clubs	5	Clubs	10	Hearts	9	Hearts	11	Diamonds	5	1
Diamonds	8	Hearts	8	Clubs	9	Diamonds	12	Spades	12	2
Diamonds	12	Clubs	7	Hearts	7	Clubs	4	Diamonds	13	1
Clubs	6	Spades	6	Diamonds	13	Diamonds	9	Diamonds	3	1
Spades	10	Spades	11	Diamonds	10	Diamonds	4	Spades	9	1
Spades	13	Spades	9	Diamonds	2	Diamonds	12	Clubs	8	0
Hearts	7	Spades	8	Diamonds	3	Diamonds	2	Hearts	8	1
Hearts	12	Diamonds	4	Spades	1	Diamonds	13	Spades	5	0
Hearts	7	Spades	6	Hearts	9	Hearts	8	Clubs	7	1
Spades	1	Hearts	6	Clubs	9	Diamonds	3	Diamonds	9	1
Hearts	10	Spades	11	Spades	8	Diamonds	4	Spades	5	0
Clubs	8	Spades	3	Spades	4	Clubs	7	Clubs	12	0
Hearts	4	Clubs	12	Clubs	13	Spades	8	Hearts	9	0
Hearts	1	Spades	2	Spades	4	Clubs	3	Hearts	5	4
Diamonds	5	Clubs	10	Diamonds	10	Spades	9	Spades	12	1
Clubs	5	Clubs	10	Diamonds	10	Hearts	5	Diamonds	6	2
Diamonds	13	Spades	9	Diamonds	5	Spades	1	Spades	7	0
Diamonds	8	Diamonds	6	Diamonds	11	Hearts	8	Hearts	6	2
Diamonds	7	Clubs	7	Spades	4	Spades	11	Clubs	13	1
Clubs	1	Spades	10	Spades	12	Spades	9	Hearts	1	1
Diamonds	4	Diamonds	1	Clubs	7	Diamonds	8	Clubs	8	1
Diamonds	12	Hearts	6	Hearts	1	Spades	13	Hearts	3	0
Diamonds	1	Clubs	13	Spades	5	Hearts	2	Hearts	7	0
Clubs	1	Diamonds	9	Spades	1	Hearts	8	Hearts	7	1
Diamonds	6	Spades	1	Clubs	7	Clubs	1	Hearts	6	2
Clubs	5	Clubs	13	Hearts	9	Spades	13	Clubs	6	1
Hearts	10	Hearts	6	Hearts	5	Spades	2	Clubs	5	1
Clubs	12	Diamonds	2	Clubs	10	Hearts	6	Diamonds	11	0
Diamonds	4	Spades	5	Spades	2	Spades	12	Hearts	9	0
Spades	4	Diamonds	4	Diamonds	6	Spades	8	Hearts	11	1
Clubs	3	Hearts	1	Diamonds	11	Clubs	7	Spades	12	0
Hearts	13	Clubs	10	Clubs	5	Clubs	13	Clubs	6	1
Clubs	6	Clubs	7	Diamonds	7	Spades	1	Spades	11	1
Hearts	8	Clubs	5	Clubs	7	Clubs	9	Diamonds	4	0
Hearts	10	Hearts	4	Hearts	9	Hearts	2	Diamonds	2	1
Hearts	2	Spades	12	Clubs	5	Spades	13	Diamonds	1	0
Diamonds	6	Diamonds	5	Diamonds	1	Spades	13	Clubs	9	0
Clubs	4	Hearts	2	Clubs	10	Hearts	10	Diamonds	2	2
Hearts	7	Diamonds	9	Spades	10	Clubs	11	Diamonds	12	0
Spades	2	Diamonds	11	Diamonds	1	Diamonds	2	Clubs	9	1
Diamonds	6	Clubs	11	Diamonds	10	Hearts	9	Hearts	3	0
Diamonds	13	Spades	5	Spades	1	Clubs	5	Clubs	12	1
Clubs	13	Hearts	11	Spades	2	Clubs	1	Diamonds	2	1
Diamonds	2	Hearts	4	Clubs	4	Diamonds	12	Spades	10	1
Hearts	8	Hearts	12	Diamonds	13	Clubs	4	Diamonds	2	0
Spades	6	Clubs	6	Clubs	8	Diamonds	9	Clubs	2	1
Diamonds	4	Hearts	7	Diamonds	13	Hearts	8	Diamonds	11	0
Hearts	12	Hearts	5	Spades	12	Spades	2	Hearts	13	1
Spades	4	Clubs	6	Clubs	11	Diamonds	4	Hearts	12	1
Spades	5	Hearts	4	Spades	4	Spades	13	Spades	3	1
Spades	8	Spades	13	Hearts	4	Spades	12	Spades	2	0
Hearts	9	Clubs	11	Hearts	7	Hearts	12	Clubs	7	1
Spades	2	Clubs	6	Clubs	8	Hearts	8	Diamonds	12	1
Clubs	11	Clubs	6	Spades	6	Clubs	7	Spades	7	2
Clubs	2	Diamonds	1	Spades	5	Spades	9	Clubs	5	1
Spades	8	Spades	4	Spades	2	Diamonds	8	Clubs	2	2
Diamonds	13	Diamonds	3	Diamonds	4	Clubs	1	Hearts	5	0
Hearts	8	Spades	9	Hearts	6	Clubs	3	Hearts	5	0
Diamonds	3	Hearts	9	Hearts	11	Diamonds	12	Diamonds	2	0
Hearts	4	Diamonds	1	Hearts	5	Diamonds	4	Clubs	7	1
Hearts	4	Hearts	3	Diamonds	7	Spades	3	Clubs	4	2
Spades	6	Diamonds	13	Diamonds	1	Hearts	8	Clubs	4	0
Clubs	4	Spades	1	Clubs	12	Diamonds	4	Spades	9	1
Clubs	13	Hearts	12	Spades	10	Clubs	6	Diamonds	2	0
Diamonds	6	Clubs	5	Spades	7	Diamonds	3	Hearts	3	1
Diamonds	11	Diamonds	9	Diamonds	3	Spades	1	Clubs	8	0
Diamonds	12	Clubs	12	Hearts	4	Spades	1	Diamonds	7	1
Hearts	9	Clubs	10	Hearts	10	Spades	12	Clubs	5	1
Spades	6	Spades	8	Spades	11	Clubs	1	Diamonds	9	0
Hearts	10	Clubs	3	Clubs	12	Spades	8	Diamonds	13	0
Diamonds	6	Clubs	6	Spades	5	Diamonds	12	Clubs	4	1
Clubs	12	Spades	8	Spades	12	Diamonds	10	Clubs	4	1
Clubs	1	Diamonds	6	Hearts	4	Clubs	12	Spades	4	1
Hearts	5	Clubs	5	Spades	7	Spades	6	Hearts	8	1
Spades	12	Spades	2	Spades	9	Clubs	3	Spades	7	0
Diamonds	8	Diamonds	10	Clubs	11	Hearts	7	Spades	11	1
Spades	12	Clubs	6	Diamonds	13	Hearts	4	Spades	9	0
Clubs	11	Diamonds	6	Spades	6	Diamonds	11	Clubs	12	2
Hearts	3	Diamonds	3	Hearts	5	Hearts	13	Clubs	8	1
Hearts	8	Hearts	6	Clubs	7	Spades	9	Diamonds	8	1
Hearts	10	Spades	3	Clubs	6	Clubs	2	Diamonds	11	0
Hearts	5	Clubs	2	Clubs	11	Spades	4	Spades	2	1
Diamonds	6	Spades	6	Hearts	11	Diamonds	12	Diamonds	1	1
Diamonds	8	Diamonds	3	Spades	8	Hearts	11	Diamonds	11	2
Spades	2	Spades	6	Spades	12	Hearts	1	Diamonds	10	0
Spades	12	Hearts	8	Clubs	8	Diamonds	7	Spades	2	1
Diamonds	9	Hearts	11	Clubs	7	Spades	10	Spades	6	0
Spades	6	Diamonds	5	Diamonds	7	Clubs	6	Hearts	10	1
Spades	2	Spades	3	Clubs	13	Diamonds	1	Hearts	12	0
Diamonds	5	Spades	5	Diamonds	7	Clubs	11	Clubs	6	1
Diamonds	9	Clubs	10	Spades	7	Hearts	5	Diamonds	12	0
Clubs	12	Spades	11	Clubs	9	Spades	10	Diamonds	4	0
Clubs	13	Hearts	12	Hearts	6	Clubs	7	Spades	3	0
Hearts	13	Spades	9	Clubs	12	Hearts	10	Clubs	11	4
Clubs	13	Spades	8	Diamonds	9	Clubs	9	Diamonds	12	1
Clubs	1	Hearts	7	Hearts	4	Clubs	2	Diamonds	1	1
Hearts	9	Clubs	3	Diamonds	13	Hearts	7	Spades	1	0
Clubs	12	Clubs	4	Diamonds	13	Diamonds	12	Clubs	7	1
Hearts	7	Diamonds	5	Hearts	13	Clubs	9	Spades	8	0
Clubs	13	Diamonds	12	Hearts	4	Hearts	3	Diamonds	10	0
Diamonds	11	Hearts	4	Clubs	2	Hearts	10	Hearts	1	0
Clubs	9	Clubs	13	Hearts	4	Spades	6	Clubs	12	0
Diamonds	1	Spades	11	Hearts	10	Diamonds	2	Clubs	6	0
Spades	5	Clubs	6	Hearts	1	Clubs	9	Hearts	13	0
Spades	2	Spades	11	Hearts	3	Spades	8	Hearts	13	0
Clubs	3	Spades	2	Spades	7	Clubs	8	Hearts	5	0
Hearts	2	Diamonds	7	Hearts	7	Hearts	5	Clubs	9	1
Diamonds	7	Hearts	11	Diamonds	13	Spades	11	Spades	9	1
Spades	3	Diamonds	1	Spades	12	Hearts	4	Spades	11	0
Hearts	2	Hearts	1	Diamonds	10	Hearts	13	Diamonds	4	0
Hearts	13	Clubs	1	Hearts	9	Diamonds	2	Clubs	7	0
Spades	11	Clubs	6	Diamonds	9	Diamonds	13	Spades	8	0
Clubs	7	Spades	2	Diamonds	12	Clubs	4	Spades	6	0
Spades	12	Hearts	13	Spades	7	Diamonds	6	Diamonds	11	0
Diamonds	5	Clubs	2	Hearts	12	Clubs	12	Diamonds	9	1
Spades	12	Diamonds	12	Hearts	13	Clubs	11	Hearts	11	2
Hearts	13	Hearts	9	Spades	4	Hearts	12	Clubs	9	1
Clubs	2	Clubs	1	Spades	1	Clubs	5	Diamonds	4	1
Clubs	9	Hearts	2	Hearts	10	Spades	7	Hearts	11	0
Spades	11	Spades	2	Clubs	12	Clubs	5	Diamonds	6	0
Clubs	7	Clubs	1	Spades	11	Hearts	8	Spades	5	0
Hearts	5	Spades	5	Spades	7	Hearts	12	Clubs	2	1
Hearts	1	Hearts	10	Diamonds	11	Clubs	1	Diamonds	8	1
Hearts	5	Spades	13	Diamonds	8	Diamonds	13	Spades	8	2
Clubs	3	Clubs	6	Hearts	3	Diamonds	9	Diamonds	10	1
Clubs	6	Hearts	5	Diamonds	10	Diamonds	5	Diamonds	6	2
Clubs	6	Hearts	2	Hearts	12	Clubs	8	Clubs	3	0
Diamonds	6	Diamonds	13	Clubs	6	Diamonds	11	Clubs	10	1
Diamonds	3	Hearts	1	Spades	1	Diamonds	10	Spades	2	1
Spades	12	Hearts	6	Spades	4	Hearts	10	Spades	7	0
Spades	1	Spades	9	Spades	3	Hearts	5	Diamonds	5	1
Spades	4	Clubs	2	Hearts	4	Clubs	1	Diamonds	11	1
Hearts	1	Diamonds	11	Diamonds	8	Clubs	7	Hearts	9	0
Diamonds	8	Hearts	2	Hearts	13	Spades	8	Spades	13	2
Spades	9	Clubs	11	Diamonds	12	Hearts	8	Spades	5	0
Clubs	11	Diamonds	3	Clubs	1	Diamonds	1	Spades	6	1
Clubs	2	Clubs	9	Diamonds	4	Clubs	6	Diamonds	13	0
Hearts	10	Hearts	2	Spades	13	Hearts	8	Hearts	6	0
Spades	1	Clubs	1	Hearts	2	Clubs	5	Diamonds	9	1
Clubs	8	Diamonds	7	Spades	8	Hearts	7	Hearts	8	6
Hearts	12	Diamonds	1	Hearts	3	Diamonds	11	Hearts	11	1
Hearts	9	Diamonds	6	Spades	3	Hearts	5	Spades	8	0
Hearts	2	Spades	8	Spades	11	Hearts	8	Diamonds	7	1
Spades	10	Diamonds	6	Spades	3	Hearts	10	Hearts	9	1
Clubs	7	Diamonds	13	Hearts	11	Hearts	6	Hearts	7	1
Clubs	5	Diamonds	7	Spades	8	Hearts	2	Spades	9	0
Clubs	6	Spades	11	Hearts	3	Clubs	1	Spades	9	0
Clubs	11	Clubs	2	Clubs	4	Hearts	1	Clubs	8	0
Spades	2	Spades	1	Clubs	4	Clubs	5	Diamonds	9	0
Diamonds	5	Clubs	4	Clubs	1	Hearts	3	Clubs	9	0
Clubs	12	Hearts	1	Diamonds	3	Diamonds	12	Clubs	10	1
Hearts	3	Diamonds	9	Clubs	8	Spades	3	Hearts	13	1
Hearts	4	Diamonds	5	Diamonds	2	Spades	8	Diamonds	7	0
Spades	5	Diamonds	2	Hearts	3	Diamonds	13	Diamonds	9	0
Hearts	13	Hearts	9	Spades	11	Clubs	2	Spades	3	0
Clubs	4	Spades	13	Diamonds	6	Spades	7	Diamonds	3	0
Spades	2	Diamonds	13	Spades	7	Hearts	3	Hearts	6	0
Spades	9	Spades	11	Clubs	8	Clubs	10	Spades	8	1
Diamonds	8	Clubs	1	Clubs	11	Diamonds	9	Hearts	10	0
Hearts	8	Spades	13	Diamonds	6	Spades	12	Clubs	8	1
Diamonds	9	Clubs	12	Diamonds	4	Spades	6	Clubs	2	0
Spades	10	Clubs	12	Hearts	1	Spades	1	Spades	6	1
Hearts	12	Diamonds	1	Spades	8	Clubs	2	Diamonds	8	1
Clubs	12	Clubs	6	Hearts	3	Spades	5	Clubs	13	0
Hearts	5	Hearts	8	Clubs	2	Clubs	5	Hearts	13	1
Hearts	12	Diamonds	1	Clubs	10	Hearts	11	Hearts	9	0
Diamonds	4	Clubs	6	Diamonds	8	Clubs	5	Hearts	1	0
Clubs	9	Spades	11	Hearts	7	Diamonds	4	Diamonds	1	0
Diamonds	13	Diamonds	11	Clubs	3	Spades	6	Spades	3	1
Spades	5	Hearts	5	Clubs	8	Diamonds	7	Diamonds	5	3
Clubs	8	Clubs	1	Hearts	12	Hearts	1	Clubs	13	1
Clubs	9	Clubs	7	Diamonds	1	Clubs	1	Hearts	2	1
Spades	2	Hearts	3	Hearts	12	Clubs	7	Hearts	9	0
Hearts	11	Hearts	7	Hearts	13	Diamonds	3	Clubs	12	0
Clubs	10	Hearts	4	Hearts	8	Spades	10	Hearts	13	1
Clubs	13	Hearts	1	Hearts	2	Spades	3	Diamonds	4	0
Diamonds	1	Clubs	6	Hearts	4	Diamonds	6	Spades	6	3
Spades	6	Diamonds	12	Clubs	10	Spades	4	Diamonds	10	1
Hearts	2	Clubs	2	Clubs	13	Spades	9	Hearts	4	1
Spades	8	Hearts	1	Diamonds	10	Hearts	12	Diamonds	9	0
Clubs	8	Spades	6	Hearts	5	Clubs	6	Hearts	1	1
Clubs	10	Spades	6	Hearts	6	Hearts	13	Diamonds	8	1
Clubs	7	Hearts	8	Hearts	6	Spades	5	Spades	12	0
Clubs	12	Spades	7	Diamonds	10	Diamonds	1	Spades	5	0
Spades	5	Diamonds	4	Clubs	6	Spades	11	Diamonds	6	1
Clubs	3	Clubs	2	Spades	10	Diamonds	1	Diamonds	9	0
Hearts	9	Clubs	1	Spades	10	Hearts	2	Hearts	12	0
Diamonds	9	Spades	7	Diamonds	1	Diamonds	10	Diamonds	7	1
Diamonds	11	Spades	7	Diamonds	10	Spades	11	Spades	6	1
Spades	7	Spades	4	Spades	6	Hearts	4	Clubs	7	2
Hearts	9	Spades	2	Hearts	6	Clubs	4	Diamonds	6	1
Spades	12	Hearts	13	Clubs	10	Spades	7	Diamonds	3	0
Spades	5	Spades	13	Diamonds	7	Clubs	12	Clubs	7	1
Clubs	10	Diamonds	3	Diamonds	12	Diamonds	7	Hearts	11	0
Hearts	13	Spades	10	Hearts	1	Diamonds	8	Clubs	1	1
Clubs	1	Diamonds	11	Hearts	6	Diamonds	4	Spades	1	1
Hearts	9	Clubs	12	Diamonds	4	Hearts	10	Spades	2	0
Clubs	6	Hearts	8	Hearts	11	Hearts	2	Clubs	9	0
Clubs	6	Diamonds	10	Diamonds	2	Hearts	4	Clubs	1	0
Clubs	7	Clubs	10	Spades	3	Diamonds	8	Clubs	8	1
Diamonds	6	Clubs	6	Clubs	8	Spades	6	Diamonds	10	3
Hearts	6	Hearts	8	Clubs	8	Clubs	7	Spades	10	1
Clubs	3	Hearts	11	Spades	1	Spades	12	Diamonds	13	0
Hearts	8	Clubs	2	Clubs	10	Hearts	10	Hearts	4	1
Clubs	9	Hearts	4	Spades	10	Diamonds	3	Diamonds	9	1
Hearts	12	Diamonds	2	Clubs	13	Hearts	8	Diamonds	12	1
Hearts	9	Diamonds	2	Spades	13	Hearts	2	Hearts	3	1
Spades	12	Hearts	9	Clubs	3	Hearts	11	Hearts	10	0
Hearts	5	Hearts	1	Hearts	12	Clubs	4	Clubs	8	0
Clubs	11	Clubs	9	Clubs	1	Hearts	6	Hearts	1	1
